"FullName","Name"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Somebody Save Me.MP3","Cinderella - Somebody Save Me.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Dio - Holy Diver.cdg","Dio - Holy Diver.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Dio - Holy Diver.mp3","Dio - Holy Diver.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Dio - Rainbow In The Dark.cdg","Dio - Rainbow In The Dark.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Dio - Rainbow In The Dark.MP3","Dio - Rainbow In The Dark.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Dio - The Last In Line.cdg","Dio - The Last In Line.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Dio - The Last In Line.MP3","Dio - The Last In Line.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Madien - 2 Minutes To Midnight.cdg","Iron Madien - 2 Minutes To Midnight.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Madien - 2 Minutes To Midnight.mp3","Iron Madien - 2 Minutes To Midnight.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - Can I Play With Madness.cdg","Iron Maiden - Can I Play With Madness.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - Can I Play With Madness.mp3","Iron Maiden - Can I Play With Madness.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - Different World.cdg","Iron Maiden - Different World.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - Different World.mp3","Iron Maiden - Different World.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - Run To The Hills.cdg","Iron Maiden - Run To The Hills.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - Run To The Hills.MP3","Iron Maiden - Run To The Hills.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - The Number Of The Beast.cdg","Iron Maiden - The Number Of The Beast.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - The Number Of The Beast.mp3","Iron Maiden - The Number Of The Beast.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - The Trooper.cdg","Iron Maiden - The Trooper.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Iron Maiden - The Trooper.MP3","Iron Maiden - The Trooper.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Breaking The Law.cdg","Judas Priest - Breaking The Law.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Breaking The Law.mp3","Judas Priest - Breaking The Law.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Heading Out To The Highway.cdg","Judas Priest - Heading Out To The Highway.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Heading Out To The Highway.mp3","Judas Priest - Heading Out To The Highway.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Johnny B Goode.cdg","Judas Priest - Johnny B Goode.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Johnny B Goode.mp3","Judas Priest - Johnny B Goode.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Revolution.cdg","Judas Priest - Revolution.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Revolution.mp3","Judas Priest - Revolution.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Screaming For Vengeance.CDG","Judas Priest - Screaming For Vengeance.CDG"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - Screaming For Vengeance.MP3","Judas Priest - Screaming For Vengeance.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - The Green Manalishi.cdg","Judas Priest - The Green Manalishi.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - The Green Manalishi.MP3","Judas Priest - The Green Manalishi.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - You've Got Another Thing Comin'.cdg","Judas Priest - You've Got Another Thing Comin'.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Judas Priest - You've Got Another Thing Comin'.MP3","Judas Priest - You've Got Another Thing Comin'.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Lordi - Hard Rock Hallelujah.cdg","Lordi - Hard Rock Hallelujah.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Lordi - Hard Rock Hallelujah.mp3","Lordi - Hard Rock Hallelujah.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Megadeath - Symphony Of Destruction.cdg","Megadeath - Symphony Of Destruction.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Megadeath - Symphony Of Destruction.MP3","Megadeath - Symphony Of Destruction.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - Another Rainy Night (Without You).cdg","Queensryche - Another Rainy Night (Without You).cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - Another Rainy Night (Without You).MP3","Queensryche - Another Rainy Night (Without You).MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - I Don't Believe In Love.cdg","Queensryche - I Don't Believe In Love.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - I Don't Believe In Love.MP3","Queensryche - I Don't Believe In Love.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - Jet City Woman.cdg","Queensryche - Jet City Woman.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - Jet City Woman.mp3","Queensryche - Jet City Woman.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - Queen Of The Reich.cdg","Queensryche - Queen Of The Reich.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - Queen Of The Reich.MP3","Queensryche - Queen Of The Reich.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - Silent Lucidity.cdg","Queensryche - Silent Lucidity.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Queensryche - Silent Lucidity.mp3","Queensryche - Silent Lucidity.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Quiet Riot - Cum On Feel The Noize.cdg","Quiet Riot - Cum On Feel The Noize.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Quiet Riot - Cum On Feel The Noize.MP3","Quiet Riot - Cum On Feel The Noize.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Quiet Riot - Metal Health.cdg","Quiet Riot - Metal Health.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Quiet Riot - Metal Health.mp3","Quiet Riot - Metal Health.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Quiet Riot - Slick Black Cadillac.cdg","Quiet Riot - Slick Black Cadillac.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Quiet Riot - Slick Black Cadillac.mp3","Quiet Riot - Slick Black Cadillac.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Rainbow - All Night Long.cdg","Rainbow - All Night Long.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Rainbow - All Night Long.mp3","Rainbow - All Night Long.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Rainbow - Since You've Been Gone.cdg","Rainbow - Since You've Been Gone.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Rainbow - Since You've Been Gone.mp3","Rainbow - Since You've Been Gone.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Skid Row - 18 & Life.cdg","Skid Row - 18 & Life.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Skid Row - 18 & Life.MP3","Skid Row - 18 & Life.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Skid Row - Monkey Business.cdg","Skid Row - Monkey Business.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Skid Row - Monkey Business.mp3","Skid Row - Monkey Business.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Skid Row - Wasted Time.cdg","Skid Row - Wasted Time.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Skid Row - Wasted Time.MP3","Skid Row - Wasted Time.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Skid Row - Youth Gone Wild.cdg","Skid Row - Youth Gone Wild.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Skid Row - Youth Gone Wild.MP3","Skid Row - Youth Gone Wild.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\System Of A Down - Aerials.cdg","System Of A Down - Aerials.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\System Of A Down - Aerials.MP3","System Of A Down - Aerials.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\System Of A Down - B.Y.O.B..cdg","System Of A Down - B.Y.O.B..cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\System Of A Down - B.Y.O.B..mp3","System Of A Down - B.Y.O.B..mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\System Of A Down - Chop Suey.cdg","System Of A Down - Chop Suey.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\System Of A Down - Chop Suey.MP3","System Of A Down - Chop Suey.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\White Lion - Wait.cdg","White Lion - Wait.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\White Lion - Wait.MP3","White Lion - Wait.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\White Lion - When The Children Cry.cdg","White Lion - When The Children Cry.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\White Lion - When The Children Cry.mp3","White Lion - When The Children Cry.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Alice In Chains - Again.cdg","Alice In Chains - Again.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Alice In Chains - Again.MP3","Alice In Chains - Again.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Anthrax - Caught In A Mosh.cdg","Anthrax - Caught In A Mosh.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Anthrax - Caught In A Mosh.mp3","Anthrax - Caught In A Mosh.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Asia - Heat Of The Moment.cdg","Asia - Heat Of The Moment.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Asia - Heat Of The Moment.MP3","Asia - Heat Of The Moment.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Asia - Only Time Will Tell.cdg","Asia - Only Time Will Tell.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Asia - Only Time Will Tell.mp3","Asia - Only Time Will Tell.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Blackhawk - I Need You All The Time.cdg","Blackhawk - I Need You All The Time.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Blackhawk - I Need You All The Time.mp3","Blackhawk - I Need You All The Time.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Blackhawk - Your Own Little Corner Of My Heart.cdg","Blackhawk - Your Own Little Corner Of My Heart.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Blackhawk - Your Own Little Corner Of My Heart.mp3","Blackhawk - Your Own Little Corner Of My Heart.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Blue Oyster Cult - Burnin' For You.cdg","Blue Oyster Cult - Burnin' For You.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Blue Oyster Cult - Burnin' For You.MP3","Blue Oyster Cult - Burnin' For You.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Don't Know What You Got.cdg","Cinderella - Don't Know What You Got.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Don't Know What You Got.mp3","Cinderella - Don't Know What You Got.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Gypsy Road.cdg","Cinderella - Gypsy Road.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Gypsy Road.mp3","Cinderella - Gypsy Road.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Heartbreak Station.cdg","Cinderella - Heartbreak Station.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Heartbreak Station.mp3","Cinderella - Heartbreak Station.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - I'm Coming Home.cdg","Cinderella - I'm Coming Home.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - I'm Coming Home.mp3","Cinderella - I'm Coming Home.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Nobody's Fool.cdg","Cinderella - Nobody's Fool.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Nobody's Fool.mp3","Cinderella - Nobody's Fool.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Somebody Save Me.cdg","Cinderella - Somebody Save Me.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Cinderella - Somebody Save Me.MP3","Cinderella - Somebody Save Me.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Hush.cdg","Deep Purple - Hush.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Hush.MP3","Deep Purple - Hush.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Knocking At Your Backdoor.cdg","Deep Purple - Knocking At Your Backdoor.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Knocking At Your Backdoor.MP3","Deep Purple - Knocking At Your Backdoor.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Never Before.cdg","Deep Purple - Never Before.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Never Before.mp3","Deep Purple - Never Before.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Smoke On The Water.cdg","Deep Purple - Smoke On The Water.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Smoke On The Water.mp3","Deep Purple - Smoke On The Water.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Woman From Tokyo.cdg","Deep Purple - Woman From Tokyo.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Deep Purple - Woman From Tokyo.mp3","Deep Purple - Woman From Tokyo.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Dokken - Burning Like A Flame.cdg","Dokken - Burning Like A Flame.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Dokken - Burning Like A Flame.MP3","Dokken - Burning Like A Flame.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Dokken - In My Dreams.cdg","Dokken - In My Dreams.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Dokken - In My Dreams.mp3","Dokken - In My Dreams.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Dokken - It's Not Love.cdg","Dokken - It's Not Love.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Dokken - It's Not Love.mp3","Dokken - It's Not Love.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Europe - Carrie.cdg","Europe - Carrie.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Europe - Carrie.mp3","Europe - Carrie.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Europe - Final Countdown.cdg","Europe - Final Countdown.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Europe - Final Countdown.mp3","Europe - Final Countdown.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Extreme - Get The Funk Out.cdg","Extreme - Get The Funk Out.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Extreme - Get The Funk Out.MP3","Extreme - Get The Funk Out.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Extreme - Hole Hearted.cdg","Extreme - Hole Hearted.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Extreme - Hole Hearted.mp3","Extreme - Hole Hearted.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Faith No More - Epic.cdg","Faith No More - Epic.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Faith No More - Epic.MP3","Faith No More - Epic.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Faith No More - Midlife Crisis.cdg","Faith No More - Midlife Crisis.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Faith No More - Midlife Crisis.mp3","Faith No More - Midlife Crisis.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Golden Earing - Radar Love.cdg","Golden Earing - Radar Love.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Golden Earing - Radar Love.mp3","Golden Earing - Radar Love.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Great White - Rock Me.cdg","Great White - Rock Me.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Great White - Rock Me.mp3","Great White - Rock Me.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Great White - Save Your Love.cdg","Great White - Save Your Love.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Great White - Save Your Love.mp3","Great White - Save Your Love.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Hagar, Sammy - Heavy Metal.cdg","Hagar, Sammy - Heavy Metal.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Hagar, Sammy - Heavy Metal.MP3","Hagar, Sammy - Heavy Metal.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Hagar, Sammy - I Can't Drive 55.cdg","Hagar, Sammy - I Can't Drive 55.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Hagar, Sammy - I Can't Drive 55.MP3","Hagar, Sammy - I Can't Drive 55.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Hagar, Sammy - Mas Tequila.cdg","Hagar, Sammy - Mas Tequila.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Hagar, Sammy - Mas Tequila.mp3","Hagar, Sammy - Mas Tequila.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Hagar, Sammy - Shag.cdg","Hagar, Sammy - Shag.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Hagar, Sammy - Shag.mp3","Hagar, Sammy - Shag.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Jett, Joan & The Blackhearts - I Love Rock 'N Roll.cdg","Jett, Joan & The Blackhearts - I Love Rock 'N Roll.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Jett, Joan & The Blackhearts - I Love Rock 'N Roll.mp3","Jett, Joan & The Blackhearts - I Love Rock 'N Roll.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Jett, Joan - Hate Myself For Lovin' You.cdg","Jett, Joan - Hate Myself For Lovin' You.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Jett, Joan - Hate Myself For Lovin' You.mp3","Jett, Joan - Hate Myself For Lovin' You.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Breaking The Law.cdg","Judas Priest - Breaking The Law.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Breaking The Law.mp3","Judas Priest - Breaking The Law.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Heading Out To The Highway.cdg","Judas Priest - Heading Out To The Highway.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Heading Out To The Highway.mp3","Judas Priest - Heading Out To The Highway.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Johnny B Goode.cdg","Judas Priest - Johnny B Goode.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Johnny B Goode.mp3","Judas Priest - Johnny B Goode.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Revolution.cdg","Judas Priest - Revolution.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Revolution.mp3","Judas Priest - Revolution.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Screaming For Vengeance.CDG","Judas Priest - Screaming For Vengeance.CDG"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - Screaming For Vengeance.MP3","Judas Priest - Screaming For Vengeance.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - The Green Manalishi.cdg","Judas Priest - The Green Manalishi.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - The Green Manalishi.MP3","Judas Priest - The Green Manalishi.MP3"
